year,st,sector,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp,estabs_lag,estabs_denom,in_pdit,entry_rate,exit_rate,jrr,on,exposure,adopt,k,post_absorb,post_on,hi,post_absorb_x,post_absorb_hi,post_on_x,post_on_hi
2013,22,56,3598.0,4206.0,98645.0,100490.0,504.0,12.069,444.0,10.632,16729.0,5729.0,11000.0,5.701,16.648,20401.0,8370.0,12031.0,8.329,20.302,-3672.0,-3.654,33.295,288.0,293.0,6629.0,4170.0,4188.0,True,12.034383954154727,10.601719197707736,36.948950144292965,1.0,0.00610848518078656,2003.0,10.0,1.0,1.0,0.0,0.00610848518078656,0.0,0.00610848518078656,0.0
2014,22,56,3653.0,4260.0,104921.0,104334.0,470.0,11.102,417.0,9.85,16390.0,4834.0,11556.0,4.633,15.709,15059.0,4187.0,10872.0,4.013,14.434,1331.0,1.276,28.867,246.0,251.0,1411.0,4206.0,4233.0,True,11.103236475313016,9.851169383416018,30.142618897003853,1.0,0.00610848518078656,2003.0,11.0,1.0,1.0,0.0,0.00610848518078656,0.0,0.00610848518078656,0.0
2015,22,56,3617.0,4243.0,105665.0,104996.0,487.0,11.46,500.0,11.766,16363.0,5453.0,10910.0,5.194,15.584,15220.0,3780.0,11440.0,3.6,14.496,1143.0,1.089,28.992,294.0,294.0,2273.0,4260.0,4251.5,True,11.454780665647418,11.760555098200635,30.080193531182143,1.0,0.00610848518078656,2003.0,12.0,1.0,1.0,0.0,0.00610848518078656,0.0,0.00610848518078656,0.0
1990,22,61,697.0,733.0,26221.0,25431.0,85.0,11.773,63.0,8.726,3487.0,695.0,2792.0,2.733,13.712,1844.0,410.0,1434.0,1.612,7.251,1643.0,6.461,14.502,46.0,46.0,271.0,709.0,721.0,True,11.789181692094314,8.737864077669903,20.962604695057212,0.0,0.0065833037146868015,2003.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,22,61,750.0,786.0,26091.0,26429.0,93.0,11.946,78.0,10.019,2353.0,784.0,1569.0,2.966,8.903,3087.0,951.0,2136.0,3.598,11.68,-734.0,-2.777,17.806,54.0,56.0,758.0,733.0,759.5,True,12.244897959183673,10.269914417379855,20.58344999810814,0.0,0.0065833037146868015,2003.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,22,61,712.0,765.0,27033.0,26547.0,70.0,9.091,80.0,10.39,2890.0,500.0,2390.0,1.883,10.886,1972.0,631.0,1341.0,2.377,7.428,918.0,3.458,14.857,58.0,62.0,438.0,786.0,775.5,True,9.026434558349452,10.31592520954223,18.314687158624327,0.0,0.0065833037146868015,2003.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,22,61,739.0,787.0,27384.0,27221.0,75.0,9.659,54.0,6.954,2410.0,575.0,1835.0,2.112,8.854,2135.0,465.0,1670.0,1.708,7.843,275.0,1.01,15.687,45.0,46.0,432.0,765.0,776.0,True,9.664948453608249,6.958762886597938,16.69666801366592,0.0,0.0065833037146868015,2003.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994,22,61,762.0,808.0,27972.0,27719.0,89.0,11.139,71.0,8.886,2290.0,359.0,1931.0,1.295,8.261,1789.0,448.0,1341.0,1.616,6.454,501.0,1.807,12.908,52.0,52.0,347.0,787.0,797.5,True,11.15987460815047,8.902821316614421,14.715538078574264,0.0,0.0065833037146868015,2003.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,22,61,779.0,829.0,27281.0,27628.0,87.0,10.629,66.0,8.064,2371.0,602.0,1769.0,2.179,8.582,3012.0,396.0,2616.0,1.433,10.902,-641.0,-2.32,17.164,59.0,61.0,383.0,808.0,818.5,True,10.62919975565058,8.063530849114233,19.483856956710582,0.0,0.0065833037146868015,2003.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,22,61,806.0,857.0,27569.0,27434.0,101.0,11.974,74.0,8.773,2252.0,513.0,1739.0,1.87,8.209,1960.0,484.0,1476.0,1.764,7.144,292.0,1.064,14.289,61.0,63.0,309.0,829.0,843.0,True,11.981020166073547,8.778173190984578,15.35321134358825,0.0,0.0065833037146868015,2003.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997,22,61,796.0,844.0,28998.0,28303.0,90.0,10.638,94.0,11.111,3244.0,597.0,2647.0,2.109,11.462,1820.0,529.0,1291.0,1.869,6.43,1424.0,5.031,12.861,81.0,83.0,498.0,857.0,850.5,True,10.582010582010582,11.052322163433274,17.892096244214393,0.0,0.0065833037146868015,2003.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,22,61,804.0,851.0,29490.0,29228.0,79.0,9.305,75.0,8.834,2173.0,504.0,1669.0,1.724,7.435,1692.0,534.0,1158.0,1.827,5.789,481.0,1.646,11.578,56.0,56.0,367.0,844.0,847.5,True,9.321533923303834,8.849557522123893,13.22362118516491,0.0,0.0065833037146868015,2003.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,22,61,800.0,848.0,30339.0,29920.0,68.0,8.005,71.0,8.358,2227.0,372.0,1855.0,1.243,7.443,1371.0,372.0,999.0,1.243,4.582,856.0,2.861,9.165,55.0,55.0,209.0,851.0,849.5,True,8.004708652148322,8.357857563272514,12.025401069518717,0.0,0.0065833037146868015,2003.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,22,61,805.0,857.0,32327.0,31399.0,83.0,9.753,71.0,8.343,4175.0,491.0,3684.0,1.564,13.297,2444.0,518.0,1926.0,1.65,7.784,1731.0,5.513,15.568,53.0,53.0,339.0,848.0,852.5,True,9.736070381231672,8.328445747800586,21.080289181184114,0.0,0.0065833037146868015,2003.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,22,61,778.0,829.0,30468.0,29938.0,67.0,8.024,79.0,9.461,3271.0,504.0,2767.0,1.684,10.926,2146.0,339.0,1807.0,1.132,7.168,1125.0,3.758,14.337,57.0,57.0,199.0,857.0,843.0,True,7.947805456702254,9.37129300118624,18.094061059523014,0.0,0.0065833037146868015,2003.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,22,61,839.0,891.0,33573.0,33455.0,94.0,10.798,53.0,6.088,3588.0,660.0,2928.0,1.973,10.725,3297.0,469.0,2828.0,1.402,9.855,291.0,0.87,19.71,42.0,42.0,412.0,829.0,860.0,True,10.930232558139535,6.162790697674419,20.579883425496938,0.0,0.0065833037146868015,2003.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,22,61,842.0,893.0,35193.0,34509.0,70.0,7.887,59.0,6.648,4605.0,492.0,4113.0,1.426,13.345,3262.0,608.0,2654.0,1.762,9.453,1343.0,3.892,18.905,45.0,45.0,528.0,891.0,892.0,True,7.847533632286996,6.614349775784753,22.796951519893362,1.0,0.0065833037146868015,2003.0,0.0,1.0,1.0,0.0,0.0065833037146868015,0.0,0.0065833037146868015,0.0
2004,22,61,870.0,924.0,35661.0,35404.0,74.0,8.136,45.0,4.948,2858.0,473.0,2385.0,1.336,8.073,2313.0,341.0,1972.0,0.963,6.533,545.0,1.539,13.067,37.0,37.0,301.0,893.0,908.5,True,8.145294441386902,4.953219592735278,14.605694271833691,1.0,0.0065833037146868015,2003.0,1.0,1.0,1.0,0.0,0.0065833037146868015,0.0,0.0065833037146868015,0.0
2005,22,61,843.0,908.0,34318.0,34407.0,79.0,8.696,80.0,8.806,2335.0,417.0,1918.0,1.212,6.786,2490.0,610.0,1880.0,1.773,7.237,-155.0,-0.45,13.573,57.0,57.0,376.0,924.0,916.0,True,8.624454148471617,8.73362445414847,14.023309210335105,1.0,0.0065833037146868015,2003.0,2.0,1.0,1.0,0.0,0.0065833037146868015,0.0,0.0065833037146868015,0.0
2006,22,61,792.0,862.0,30634.0,32447.0,96.0,10.847,142.0,16.045,2408.0,1037.0,1371.0,3.196,7.421,6163.0,1220.0,4943.0,3.76,18.994,-3755.0,-11.573,14.843,87.0,87.0,692.0,908.0,885.0,True,10.847457627118644,16.045197740112993,26.41538508953062,1.0,0.0065833037146868015,2003.0,3.0,1.0,1.0,0.0,0.0065833037146868015,0.0,0.0065833037146868015,0.0
2007,22,61,855.0,942.0,30252.0,30587.0,135.0,14.843,70.0,7.697,4453.0,1490.0,2963.0,4.871,14.558,4854.0,390.0,4464.0,1.275,15.869,-401.0,-1.311,29.117,46.0,46.0,205.0,862.0,902.0,True,14.966740576496672,7.760532150776053,30.42795959067578,1.0,0.0065833037146868015,2003.0,4.0,1.0,1.0,0.0,0.0065833037146868015,0.0,0.0065833037146868015,0.0
2008,22,61,862.0,952.0,32009.0,31244.0,95.0,10.016,88.0,9.278,3385.0,764.0,2621.0,2.445,10.834,1848.0,525.0,1323.0,1.68,5.915,1537.0,4.919,11.829,67.0,67.0,411.0,942.0,947.0,True,10.03167898627244,9.292502639915522,16.748815772628344,1.0,0.0065833037146868015,2003.0,5.0,1.0,1.0,0.0,0.0065833037146868015,0.0,0.0065833037146868015,0.0
2009,22,61,867.0,953.0,33249.0,32653.0,84.0,8.828,81.0,8.513,3531.0,458.0,3073.0,1.403,10.814,2325.0,801.0,1524.0,2.453,7.12,1206.0,3.693,14.241,61.0,61.0,691.0,952.0,952.5,True,8.818897637795276,8.503937007874015,17.934033626313052,1.0,0.0065833037146868015,2003.0,6.0,1.0,1.0,0.0,0.0065833037146868015,0.0,0.0065833037146868015,0.0
2010,22,61,903.0,994.0,35094.0,34170.0,104.0,10.661,67.0,6.868,3839.0,1245.0,2594.0,3.644,11.235,1939.0,368.0,1571.0,1.077,5.675,1900.0,5.561,11.349,48.0,52.0,322.0,953.0,973.5,True,10.683102208525936,6.882383153569595,16.909569798068482,1.0,0.0065833037146868015,2003.0,7.0,1.0,1.0,0.0,0.0065833037146868015,0.0,0.0065833037146868015,0.0
2011,22,61,906.0,1003.0,36432.0,35835.0,96.0,9.6,90.0,9.0,3847.0,1281.0,2566.0,3.575,10.735,2690.0,498.0,2192.0,1.39,7.507,1157.0,3.229,15.013,63.0,63.0,260.0,994.0,998.5,True,9.614421632448673,9.01352028042063,18.241942235244874,1.0,0.0065833037146868015,2003.0,8.0,1.0,1.0,0.0,0.0065833037146868015,0.0,0.0065833037146868015,0.0
2012,22,61,925.0,1027.0,37826.0,37212.0,93.0,9.167,68.0,6.703,3939.0,755.0,3184.0,2.029,10.585,2692.0,892.0,1800.0,2.397,7.234,1247.0,3.351,14.468,50.0,50.0,297.0,1003.0,1015.0,True,9.16256157635468,6.6995073891625605,17.819520584757605,1.0,0.0065833037146868015,2003.0,9.0,1.0,1.0,0.0,0.0065833037146868015,0.0,0.0065833037146868015,0.0
2013,22,61,966.0,1086.0,41380.0,39710.0,121.0,11.388,74.0,6.965,6465.0,1130.0,5335.0,2.846,16.281,3255.0,809.0,2446.0,2.037,8.197,3210.0,8.084,16.394,54.0,54.0,663.0,1027.0,1056.5,True,11.452910553715096,7.004259346900142,24.47746159657517,1.0,0.0065833037146868015,2003.0,10.0,1.0,1.0,0.0,0.0065833037146868015,0.0,0.0065833037146868015,0.0
2014,22,61,978.0,1095.0,42529.0,41964.0,90.0,8.253,81.0,7.428,3908.0,1131.0,2777.0,2.695,9.313,2731.0,666.0,2065.0,1.587,6.508,1177.0,2.805,13.016,55.0,55.0,463.0,1086.0,1090.5,True,8.253094910591471,7.4277854195323245,15.820703460108664,1.0,0.0065833037146868015,2003.0,11.0,1.0,1.0,0.0,0.0065833037146868015,0.0,0.0065833037146868015,0.0
2015,22,61,1015.0,1136.0,44139.0,43384.0,119.0,10.658,80.0,7.165,3781.0,986.0,2795.0,2.273,8.715,2311.0,446.0,1865.0,1.028,5.327,1470.0,3.388,10.654,50.0,50.0,227.0,1095.0,1115.5,True,10.667861945316002,7.171671896010758,14.042043149548219,1.0,0.0065833037146868015,2003.0,12.0,1.0,1.0,0.0,0.0065833037146868015,0.0,0.0065833037146868015,0.0
1990,22,62,7242.0,7963.0,140001.0,136370.0,779.0,9.883,617.0,7.828,18587.0,5371.0,13216.0,3.939,13.63,11147.0,4205.0,6942.0,3.084,8.174,7440.0,5.456,16.348,484.0,492.0,3054.0,7789.0,7876.0,True,9.890807516505841,7.8339258506856275,21.803915817261863,0.0,0.0063879076213943006,2003.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,22,62,7338.0,8177.0,150929.0,146238.0,785.0,9.735,559.0,6.932,21241.0,6300.0,14941.0,4.308,14.525,11595.0,4283.0,7312.0,2.929,7.929,9646.0,6.596,15.858,442.0,445.0,3530.0,7963.0,8070.0,True,9.727385377942998,6.926889714993805,22.45380817571356,0.0,0.0063879076213943006,2003.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,22,62,7431.0,8342.0,163015.0,156354.0,759.0,9.173,624.0,7.541,28392.0,7799.0,20593.0,4.988,18.159,15034.0,5912.0,9122.0,3.781,9.615,13358.0,8.543,19.231,451.0,466.0,4395.0,8177.0,8259.5,True,9.189418245656517,7.554936739512078,27.774153523414814,0.0,0.0063879076213943006,2003.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,22,62,7595.0,8536.0,173668.0,168183.0,824.0,9.765,629.0,7.454,27003.0,8680.0,18323.0,5.161,16.056,16218.0,6157.0,10061.0,3.661,9.643,10785.0,6.413,19.286,486.0,500.0,4908.0,8342.0,8439.0,True,9.764190069913496,7.453489749970375,25.698792386864312,0.0,0.0063879076213943006,2003.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994,22,62,7786.0,8860.0,184499.0,178915.0,941.0,10.812,627.0,7.204,28962.0,9584.0,19378.0,5.357,16.188,17675.0,5108.0,12567.0,2.855,9.879,11287.0,6.309,19.758,495.0,502.0,4231.0,8536.0,8698.0,True,10.818578983674408,7.208553690503564,26.066567923315542,0.0,0.0063879076213943006,2003.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,22,62,7895.0,9091.0,191451.0,187579.0,935.0,10.424,692.0,7.715,28798.0,11045.0,17753.0,5.888,15.353,21102.0,8547.0,12555.0,4.556,11.25,7696.0,4.103,22.499,551.0,562.0,6889.0,8860.0,8975.5,True,10.417246950030638,7.7098768870815,26.602124971345408,0.0,0.0063879076213943006,2003.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,22,62,7903.0,9147.0,192179.0,189654.0,807.0,8.855,739.0,8.109,25735.0,7792.0,17943.0,4.109,13.569,20850.0,6944.0,13906.0,3.661,10.994,4885.0,2.576,21.987,559.0,577.0,5133.0,9091.0,9119.0,True,8.849654567386775,8.103958767408708,24.563151844938677,0.0,0.0063879076213943006,2003.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997,22,62,7887.0,9287.0,198575.0,196137.0,899.0,9.745,776.0,8.411,32097.0,10991.0,21106.0,5.604,16.365,27695.0,10201.0,17494.0,5.201,14.12,4402.0,2.244,28.24,582.0,590.0,5239.0,9147.0,9217.0,True,9.753715959639795,8.41922534447217,30.48481418600264,0.0,0.0063879076213943006,2003.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,22,62,7956.0,9402.0,230618.0,230560.0,762.0,8.112,745.0,7.931,28485.0,10456.0,18029.0,4.535,12.355,28082.0,6189.0,21893.0,2.684,12.18,403.0,0.175,24.36,513.0,521.0,4157.0,9287.0,9344.5,True,8.154529402322222,7.9726042056824875,24.534611380985428,0.0,0.0063879076213943006,2003.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,22,62,7917.0,9371.0,228193.0,229569.0,855.0,9.116,872.0,9.297,28189.0,7233.0,20956.0,3.151,12.279,30829.0,12672.0,18157.0,5.52,13.429,-2640.0,-1.15,24.558,607.0,623.0,8404.0,9402.0,9386.5,True,9.108826506152452,9.289937676450222,25.708174884239597,0.0,0.0063879076213943006,2003.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,22,62,7911.0,9313.0,229392.0,229050.0,798.0,8.54,860.0,9.204,37066.0,20881.0,16185.0,9.116,16.182,36012.0,22069.0,13943.0,9.635,15.722,1054.0,0.46,31.445,567.0,583.0,17481.0,9371.0,9342.0,True,8.542068079640334,9.20573752943695,31.90482427417594,0.0,0.0063879076213943006,2003.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,22,62,7963.0,9407.0,231769.0,230784.0,946.0,10.134,801.0,8.581,26589.0,9672.0,16917.0,4.191,11.521,24747.0,9277.0,15470.0,4.02,10.723,1842.0,0.798,21.446,508.0,522.0,5108.0,9313.0,9360.0,True,10.106837606837606,8.557692307692308,22.244176372712147,0.0,0.0063879076213943006,2003.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,22,62,8258.0,9853.0,245525.0,240296.0,1159.0,11.96,834.0,8.606,39740.0,16030.0,23710.0,6.671,16.538,29744.0,12536.0,17208.0,5.217,12.378,9996.0,4.16,24.756,494.0,504.0,4860.0,9407.0,9630.0,True,12.035306334371755,8.660436137071652,28.91600359556547,0.0,0.0063879076213943006,2003.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,22,62,8531.0,10132.0,252453.0,249275.0,982.0,9.829,700.0,7.006,32871.0,10530.0,22341.0,4.224,13.187,26177.0,11557.0,14620.0,4.636,10.501,6694.0,2.685,21.003,488.0,502.0,8557.0,9853.0,9992.5,True,9.827370527895923,7.005253940455342,23.687894895196067,1.0,0.0063879076213943006,2003.0,0.0,1.0,1.0,0.0,0.0063879076213943006,0.0,0.0063879076213943006,0.0
2004,22,62,8735.0,10336.0,258246.0,255564.0,896.0,8.753,698.0,6.818,34251.0,11817.0,22434.0,4.624,13.402,28639.0,12272.0,16367.0,4.802,11.206,5612.0,2.196,22.412,477.0,506.0,5700.0,10132.0,10234.0,True,8.755129958960328,6.8204025796365055,24.608317290385187,1.0,0.0063879076213943006,2003.0,1.0,1.0,1.0,0.0,0.0063879076213943006,0.0,0.0063879076213943006,0.0
2005,22,62,8912.0,10592.0,263536.0,261157.0,995.0,9.512,731.0,6.989,30344.0,9731.0,20613.0,3.726,11.619,25801.0,7481.0,18320.0,2.865,9.879,4543.0,1.74,19.759,501.0,510.0,4880.0,10336.0,10464.0,True,9.508792048929664,6.98585626911315,21.498562167585018,1.0,0.0063879076213943006,2003.0,2.0,1.0,1.0,0.0,0.0063879076213943006,0.0,0.0063879076213943006,0.0
2006,22,62,8592.0,10382.0,252706.0,257936.0,1070.0,10.206,1274.0,12.152,32150.0,13390.0,18760.0,5.191,12.464,42780.0,15499.0,27281.0,6.009,16.586,-10630.0,-4.121,24.929,765.0,790.0,7955.0,10592.0,10487.0,True,10.203108610660818,12.148374177553162,29.049841821226973,1.0,0.0063879076213943006,2003.0,3.0,1.0,1.0,0.0,0.0063879076213943006,0.0,0.0063879076213943006,0.0
2007,22,62,8840.0,10721.0,259461.0,256462.0,1132.0,10.728,794.0,7.525,39911.0,14446.0,25465.0,5.633,15.562,33918.0,11187.0,22731.0,4.362,13.225,5993.0,2.337,26.451,517.0,535.0,4361.0,10382.0,10551.5,True,10.728332464578495,7.5249964460029375,28.7875006823623,1.0,0.0063879076213943006,2003.0,4.0,1.0,1.0,0.0,0.0063879076213943006,0.0,0.0063879076213943006,0.0
2008,22,62,8971.0,10866.0,263168.0,260735.0,928.0,8.601,774.0,7.174,35014.0,7705.0,27309.0,2.955,13.429,29995.0,8932.0,21063.0,3.426,11.504,5019.0,1.925,23.008,501.0,507.0,3741.0,10721.0,10793.5,True,8.59776717468847,7.170982535785426,24.93297792778108,1.0,0.0063879076213943006,2003.0,5.0,1.0,1.0,0.0,0.0063879076213943006,0.0,0.0063879076213943006,0.0
2009,22,62,9142.0,11099.0,275819.0,271733.0,932.0,8.46,766.0,6.954,31963.0,8998.0,22965.0,3.311,11.763,23901.0,7539.0,16362.0,2.774,8.796,8062.0,2.967,17.592,532.0,537.0,4710.0,10866.0,10982.5,True,8.48622809014341,6.974732529023446,20.5584157978604,1.0,0.0063879076213943006,2003.0,6.0,1.0,1.0,0.0,0.0063879076213943006,0.0,0.0063879076213943006,0.0
2010,22,62,9204.0,11300.0,279080.0,277514.0,913.0,8.153,711.0,6.349,26739.0,8571.0,18168.0,3.088,9.635,23376.0,6457.0,16919.0,2.327,8.423,3363.0,1.212,16.847,511.0,517.0,4821.0,11099.0,11199.5,True,8.152149649537927,6.3484977007902135,18.058548397558322,1.0,0.0063879076213943006,2003.0,7.0,1.0,1.0,0.0,0.0063879076213943006,0.0,0.0063879076213943006,0.0
2011,22,62,9173.0,11384.0,282475.0,280768.0,821.0,7.24,731.0,6.447,26437.0,7424.0,19013.0,2.644,9.416,23014.0,6234.0,16780.0,2.22,8.197,3423.0,1.219,16.394,533.0,540.0,4366.0,11300.0,11342.0,True,7.238582260624228,6.4450714159760185,17.6127621381354,1.0,0.0063879076213943006,2003.0,8.0,1.0,1.0,0.0,0.0063879076213943006,0.0,0.0063879076213943006,0.0
2012,22,62,9100.0,11376.0,281951.0,280748.0,833.0,7.317,849.0,7.458,30650.0,10262.0,20388.0,3.655,10.917,28432.0,8588.0,19844.0,3.059,10.127,2218.0,0.79,20.254,587.0,617.0,6119.0,11384.0,11380.0,True,7.319859402460457,7.460456942003516,21.044495419379658,1.0,0.0063879076213943006,2003.0,9.0,1.0,1.0,0.0,0.0063879076213943006,0.0,0.0063879076213943006,0.0
2013,22,62,9059.0,11320.0,279070.0,279433.0,779.0,6.869,819.0,7.222,29058.0,9754.0,19304.0,3.491,10.399,29536.0,12792.0,16744.0,4.578,10.57,-478.0,-0.171,20.798,537.0,564.0,7719.0,11376.0,11348.0,True,6.864645752555516,7.217130771942193,20.96889057484263,1.0,0.0063879076213943006,2003.0,10.0,1.0,1.0,0.0,0.0063879076213943006,0.0,0.0063879076213943006,0.0
2014,22,62,8984.0,11304.0,281039.0,279721.0,822.0,7.269,832.0,7.357,28813.0,7783.0,21030.0,2.782,10.301,25838.0,8108.0,17730.0,2.899,9.237,2975.0,1.064,18.474,572.0,578.0,4665.0,11320.0,11312.0,True,7.266619519094767,7.355021216407355,19.53768219046836,1.0,0.0063879076213943006,2003.0,11.0,1.0,1.0,0.0,0.0063879076213943006,0.0,0.0063879076213943006,0.0
2015,22,62,8932.0,11434.0,282824.0,281982.0,870.0,7.649,749.0,6.585,30604.0,11880.0,18724.0,4.213,10.853,28997.0,7208.0,21789.0,2.556,10.283,1607.0,0.57,20.567,531.0,541.0,4611.0,11304.0,11369.0,True,7.652388072829624,6.588090421321137,21.136455518437348,1.0,0.0063879076213943006,2003.0,12.0,1.0,1.0,0.0,0.0063879076213943006,0.0,0.0063879076213943006,0.0
1990,22,71,899.0,936.0,12813.0,12300.0,152.0,16.585,113.0,12.33,2960.0,1310.0,1650.0,10.65,24.065,1967.0,787.0,1180.0,6.398,15.992,993.0,8.073,31.984,94.0,94.0,645.0,904.0,920.0,True,16.52173913043478,12.282608695652174,40.05691056910569,0.0,0.006466591288980762,2003.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,22,71,834.0,868.0,12553.0,12470.0,114.0,12.969,136.0,15.472,2412.0,666.0,1746.0,5.341,19.343,2233.0,894.0,1339.0,7.169,17.908,179.0,1.436,35.815,116.0,118.0,740.0,936.0,902.0,True,12.638580931263856,15.077605321507761,37.24939855653568,0.0,0.006466591288980762,2003.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,22,71,828.0,874.0,12003.0,12035.0,146.0,16.967,119.0,13.829,2544.0,1210.0,1334.0,10.054,21.139,2613.0,1237.0,1376.0,10.279,21.713,-69.0,-0.573,42.278,91.0,91.0,1029.0,868.0,871.0,True,16.762342135476462,13.662456946039036,42.850020772746156,0.0,0.006466591288980762,2003.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,22,71,902.0,960.0,13366.0,13111.0,180.0,19.555,101.0,10.972,3386.0,1701.0,1685.0,12.974,25.827,2816.0,1102.0,1714.0,8.405,21.479,570.0,4.348,42.958,83.0,83.0,1031.0,874.0,917.0,True,19.629225736095965,11.014176663031625,47.303790710090766,0.0,0.006466591288980762,2003.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994,22,71,945.0,1009.0,15914.0,14528.0,156.0,15.854,106.0,10.772,4758.0,2270.0,2488.0,15.625,32.751,1887.0,507.0,1380.0,3.49,12.989,2871.0,19.762,25.977,80.0,80.0,453.0,960.0,984.5,True,15.84560690705942,10.766886744540376,45.739262114537446,0.0,0.006466591288980762,2003.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,22,71,965.0,1034.0,25386.0,20628.0,150.0,14.677,126.0,12.329,11977.0,3856.0,8121.0,18.693,58.062,2616.0,830.0,1786.0,4.024,12.682,9361.0,45.38,25.364,103.0,105.0,741.0,1009.0,1021.5,True,14.684287812041116,12.334801762114537,70.74364940857087,0.0,0.006466591288980762,2003.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,22,71,981.0,1052.0,25991.0,25682.0,143.0,13.757,118.0,11.352,4953.0,1201.0,3752.0,4.677,19.286,4280.0,785.0,3495.0,3.057,16.666,673.0,2.621,33.331,94.0,97.0,674.0,1034.0,1043.0,True,13.7104506232023,11.313518696069032,35.951249902655555,0.0,0.006466591288980762,2003.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997,22,71,1007.0,1079.0,27279.0,26751.0,125.0,11.704,103.0,9.644,4924.0,1817.0,3107.0,6.792,18.407,3664.0,1795.0,1869.0,6.71,13.697,1260.0,4.71,27.393,73.0,73.0,1616.0,1052.0,1065.5,True,11.731581417175036,9.666823087752228,32.103472767373184,0.0,0.006466591288980762,2003.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,22,71,1069.0,1138.0,25310.0,24525.0,148.0,13.297,98.0,8.805,4884.0,2144.0,2740.0,8.742,19.915,3257.0,1373.0,1884.0,5.598,13.281,1627.0,6.634,26.561,67.0,67.0,932.0,1079.0,1108.5,True,13.351375732972484,8.840775823184483,33.19469928644241,0.0,0.006466591288980762,2003.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,22,71,1076.0,1143.0,25393.0,25292.0,144.0,12.659,133.0,11.692,3381.0,1296.0,2085.0,5.124,13.368,3146.0,1269.0,1877.0,5.017,12.439,235.0,0.929,24.878,98.0,101.0,558.0,1138.0,1140.5,True,12.626041209995616,11.661551950898728,25.806579155464178,0.0,0.006466591288980762,2003.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,22,71,1057.0,1122.0,32081.0,29055.0,127.0,11.185,154.0,13.562,9860.0,3532.0,6328.0,12.156,33.936,3489.0,1259.0,2230.0,4.333,12.008,6371.0,21.927,24.017,120.0,123.0,625.0,1143.0,1132.5,True,11.214128035320089,13.598233995584987,45.943899500946486,0.0,0.006466591288980762,2003.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,22,71,1079.0,1140.0,28978.0,29408.0,119.0,10.457,115.0,10.105,2712.0,1294.0,1418.0,4.4,9.222,3569.0,766.0,2803.0,2.605,12.136,-857.0,-2.914,18.444,83.0,83.0,578.0,1122.0,1131.0,True,10.521662245800178,10.167992926613616,21.358133841131664,0.0,0.006466591288980762,2003.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
